"Segment","Latitude","Longitude","Altitude (m)","Time (UTC ISO)","Time (UTC)","Time (Local)","UNIX Epoch Time"
1,"53.34451103844175","-6.258757362956653","14.288069725036621","2022-10-12T15:55:50.003Z","2022-10-12 15:55:50.003","2022-10-12 16:55:50.003","1665590150.003158"
1,"53.34451555272605","-6.25875218928839","14.901348114013672","2022-10-12T15:55:51.003Z","2022-10-12 15:55:51.003","2022-10-12 16:55:51.003","1665590151.003188"
1,"53.34452006701035","-6.258747015619578","15.416961669921875","2022-10-12T15:55:52.003Z","2022-10-12 15:55:52.003","2022-10-12 16:55:52.003","1665590152.0032177"
1,"53.344465308992014","-6.258734257995445","17.607891082763672","2022-10-12T15:55:53.003Z","2022-10-12 15:55:53.003","2022-10-12 16:55:53.003","1665590153.0032487"
1,"53.34444872607165","-6.258749001897452","17.71245574951172","2022-10-12T15:55:54.003Z","2022-10-12 15:55:54.003","2022-10-12 16:55:54.003","1665590154.0032787"
1,"53.34445041400634","-6.25876266429552","17.913639068603516","2022-10-12T15:55:55.003Z","2022-10-12 15:55:55.003","2022-10-12 16:55:55.003","1665590155.0033112"
1,"53.34445121571673","-6.258773490560882","17.99185562133789","2022-10-12T15:55:56.003Z","2022-10-12 15:55:56.003","2022-10-12 16:55:56.003","1665590156.0033395"
1,"53.34445565186528","-6.25877996943945","18.17792320251465","2022-10-12T15:55:57.003Z","2022-10-12 15:55:57.003","2022-10-12 16:55:57.003","1665590157.0033708"
1,"53.344473310750274","-6.258797981336249","18.791759490966797","2022-10-12T15:55:58.003Z","2022-10-12 15:55:58.003","2022-10-12 16:55:58.003","1665590158.0034003"
1,"53.344497764583124","-6.258810892948633","19.248672485351562","2022-10-12T15:55:59.003Z","2022-10-12 15:55:59.003","2022-10-12 16:55:59.003","1665590159.0034313"
1,"53.34452927919729","-6.258823159646288","19.482318878173828","2022-10-12T15:56:00.003Z","2022-10-12 15:56:00.003","2022-10-12 16:56:00.003","1665590160.0034611"
1,"53.34453832267276","-6.258805266368494","19.456384658813477","2022-10-12T15:56:01.003Z","2022-10-12 15:56:01.003","2022-10-12 16:56:01.003","1665590161.0034914"
1,"53.34454771259394","-6.258814117109884","7.940254211425781","2022-10-12T15:56:02.004Z","2022-10-12 15:56:02.004","2022-10-12 16:56:02.004","1665590162.0035224"
1,"53.344527665444936","-6.258819469638522","6.890599727630615","2022-10-12T15:56:03.004Z","2022-10-12 15:56:03.004","2022-10-12 16:56:03.004","1665590163.003552"
1,"53.344532923331705","-6.25883776118798","6.7940354347229","2022-10-12T15:56:04.004Z","2022-10-12 15:56:04.004","2022-10-12 16:56:04.004","1665590164.0035849"
1,"53.34453469232001","-6.258859976592054","6.794630527496338","2022-10-12T15:56:05.004Z","2022-10-12 15:56:05.004","2022-10-12 16:56:05.004","1665590165.003612"
1,"53.34453671945324","-6.258889774510578","6.809271335601807","2022-10-12T15:56:06.004Z","2022-10-12 15:56:06.004","2022-10-12 16:56:06.004","1665590166.0036433"
1,"53.34454045501209","-6.2589211529414115","6.831145763397217","2022-10-12T15:56:07.004Z","2022-10-12 15:56:07.004","2022-10-12 16:56:07.004","1665590167.0036728"
1,"53.34454284429814","-6.258957948285564","6.8459672927856445","2022-10-12T15:56:08.004Z","2022-10-12 15:56:08.004","2022-10-12 16:56:08.004","1665590168.0037029"
1,"53.34454170834799","-6.258998545051919","6.855315208435059","2022-10-12T15:56:09.004Z","2022-10-12 15:56:09.004","2022-10-12 16:56:09.004","1665590169.0037327"
1,"53.344544699007216","-6.259030463212348","6.861152648925781","2022-10-12T15:56:10.004Z","2022-10-12 15:56:10.004","2022-10-12 16:56:10.004","1665590170.0037634"
